Age,Gender,Income,EmploymentType,Education,HousingType,FamilyStatus,EmploymentYears,CreditScore,LoanAmount,PaymentHistory,Dependents,Approved
52,Female,1488671,Business,Graduate,Rented,Divorced,14,621,503090,Good,5,0
57,Female,1126164,Working,Post Graduate,Rented,Divorced,1,500,737771,Good,5,0
21,Male,1156882,Business,Graduate,With Parents,Married,23,874,853288,Good,0,1
53,Male,1982161,Government,High School,With Parents,Married,15,782,849113,Good,2,1
25,Male,1262375,Student,Graduate,With Parents,Single,5,429,704872,Good,1,0
31,Male,753342,Business,Graduate,Owned,Married,5,410,614026,Good,5,0
55,Male,1967693,Government,Post Graduate,Rented,Married,20,762,276935,Good,2,1
45,Female,1668145,Business,High School,Rented,Divorced,20,586,300322,Poor,0,0
54,Male,1872043,Government,High School,Owned,Married,28,492,536041,Poor,5,0
42,Male,321506,Business,Post Graduate,With Parents,Divorced,34,402,723534,Good,3,0
48,Female,1836455,Working,Post Graduate,Rented,Married,5,566,400557,Good,1,0
22,Male,747431,Business,High School,Owned,Married,17,361,943089,Good,1,0
49,Male,1336032,Business,Graduate,Owned,Single,0,820,505081,Poor,3,0
39,Female,1212724,Working,Post Graduate,With Parents,Single,26,794,456644,Good,4,1
36,Female,991080,Business,Post Graduate,With Parents,Married,0,794,441521,Good,5,1
25,Female,589109,Working,Graduate,Owned,Single,18,858,548984,Poor,3,0
56,Male,1577347,Government,High School,With Parents,Married,14,345,237175,Poor,5,0
31,Female,1971989,Government,Post Graduate,Rented,Married,16,739,489966,Good,4,1
60,Male,1041541,Working,Graduate,With Parents,Divorced,14,320,405697,Good,2,0
57,Male,1383967,Student,Post Graduate,Owned,Single,19,433,352628,Poor,0,0
59,Female,1631677,Working,High School,With Parents,Single,23,872,601744,Good,3,1
55,Male,1415461,Student,Graduate,Owned,Married,17,479,123591,Poor,1,0
25,Male,1537178,Student,Post Graduate,Owned,Married,10,711,834551,Good,1,1
28,Female,1398284,Working,Post Graduate,With Parents,Divorced,29,675,831171,Good,0,1
30,Male,617305,Government,Post Graduate,Owned,Divorced,19,496,715593,Poor,5,0
26,Male,1056169,Government,Graduate,Owned,Married,5,791,326629,Good,2,1
45,Male,1817928,Government,High School,Owned,Single,5,611,49372,Poor,0,0
30,Male,597197,Working,Post Graduate,Rented,Married,32,896,740854,Good,4,0
21,Male,910671,Student,High School,Rented,Married,5,797,733226,Good,0,0
43,Female,1249240,Student,High School,With Parents,Married,4,432,265970,Poor,5,0
45,Male,891975,Working,Graduate,Rented,Divorced,14,868,619285,Good,1,1
49,Female,1371501,Government,High School,With Parents,Married,25,768,487365,Poor,3,0
24,Male,1013220,Government,High School,Rented,Married,29,538,883696,Good,3,0
36,Male,677409,Business,High School,Rented,Divorced,26,762,349522,Poor,3,0
37,Female,443920,Working,Graduate,With Parents,Married,34,344,615145,Good,3,0
34,Male,1335400,Working,Graduate,Rented,Single,21,596,170076,Good,3,0
59,Female,1914691,Government,Graduate,Rented,Single,6,410,53713,Good,4,0
51,Female,843140,Student,Graduate,Rented,Divorced,22,728,358005,Good,4,1
57,Female,518139,Business,Graduate,With Parents,Divorced,13,603,531533,Good,5,0
22,Male,1416285,Working,Post Graduate,With Parents,Married,24,841,899962,Good,3,1
21,Female,994728,Business,Post Graduate,With Parents,Married,4,523,544633,Good,3,0
56,Female,270820,Student,Graduate,Rented,Married,23,779,42866,Good,1,0
57,Female,502650,Student,High School,Rented,Married,11,754,73147,Good,0,1
24,Female,1792345,Business,Graduate,Owned,Single,35,729,180765,Good,0,1
47,Male,802762,Business,High School,Owned,Single,15,353,826061,Good,4,0
58,Male,728967,Government,Graduate,Owned,Married,1,686,593492,Poor,2,0
35,Male,1036400,Government,Post Graduate,Owned,Single,21,748,563804,Poor,2,0
29,Female,389465,Business,Post Graduate,Rented,Single,30,349,34609,Good,2,0
37,Female,802445,Student,Graduate,Owned,Single,7,892,662439,Good,4,0
21,Female,549634,Government,Graduate,Rented,Single,33,306,339721,Good,3,0
47,Female,476849,Government,Graduate,Owned,Married,35,734,577396,Good,3,0
55,Female,257489,Business,High School,Owned,Divorced,8,472,128286,Good,0,0
51,Male,395098,Government,Post Graduate,Rented,Married,13,890,693982,Good,3,0
57,Female,534452,Student,High School,With Parents,Single,16,461,844696,Good,2,0
47,Male,1408540,Working,Graduate,With Parents,Divorced,25,617,315010,Good,0,0
36,Male,1794342,Business,Post Graduate,With Parents,Divorced,0,782,4707,Good,0,1
23,Male,1305348,Student,Graduate,Rented,Divorced,5,453,984609,Good,5,0
31,Male,372530,Student,Graduate,Rented,Married,17,368,417699,Good,3,0
60,Male,1581076,Working,High School,Rented,Married,26,434,916923,Good,5,0
22,Male,945562,Business,Graduate,With Parents,Divorced,28,558,289170,Good,0,0
35,Female,316186,Student,Post Graduate,Rented,Married,34,493,211459,Good,2,0
53,Female,497289,Business,Post Graduate,With Parents,Single,25,847,741571,Good,3,0
24,Male,744453,Government,Graduate,With Parents,Single,14,437,420831,Good,2,0
55,Female,1248927,Working,Post Graduate,With Parents,Married,0,397,382711,Good,0,0
57,Female,1240924,Student,Post Graduate,Owned,Single,8,658,77189,Good,0,1
28,Male,1352822,Government,High School,Owned,Single,9,878,471820,Poor,2,0
57,Male,1781149,Student,Post Graduate,Rented,Divorced,10,405,360365,Good,5,0
44,Female,1899855,Working,High School,Rented,Single,28,385,296141,Good,0,0
50,Female,1941663,Student,Graduate,With Parents,Single,19,487,313552,Good,3,0
36,Female,532296,Student,High School,Rented,Divorced,5,829,970641,Good,5,0
25,Male,829940,Student,Post Graduate,Rented,Single,27,772,503333,Good,2,1
40,Male,1532438,Government,High School,With Parents,Married,19,773,544097,Good,4,1
45,Female,1199403,Working,Graduate,Rented,Divorced,19,528,937769,Good,5,0
23,Male,1486358,Working,High School,Rented,Divorced,1,603,131450,Good,4,0
47,Male,1513832,Working,Post Graduate,Owned,Divorced,18,309,630621,Good,5,0
43,Female,678264,Student,Graduate,Owned,Married,10,715,400496,Good,5,1
29,Male,967489,Government,Post Graduate,Owned,Single,14,722,819871,Good,0,0
59,Male,1705403,Government,Post Graduate,Owned,Single,21,451,489434,Good,5,0
28,Female,586602,Business,Graduate,Rented,Single,16,803,908364,Good,4,0
21,Male,1529876,Working,Post Graduate,Rented,Single,14,522,345987,Good,5,0
38,Female,1880085,Government,High School,Owned,Divorced,34,548,874579,Good,5,0
41,Female,1635273,Student,Post Graduate,Rented,Married,5,661,261301,Poor,0,0
31,Male,1104451,Business,Post Graduate,Rented,Married,15,712,340207,Good,5,1
33,Male,1469015,Working,Post Graduate,Owned,Divorced,3,742,315216,Poor,3,0
25,Female,831465,Business,Graduate,With Parents,Married,15,632,333550,Good,0,0
39,Male,1544898,Business,High School,Rented,Divorced,31,447,759293,Good,0,0
48,Female,962702,Government,Post Graduate,Owned,Divorced,12,613,242428,Good,3,0
58,Male,781281,Government,High School,With Parents,Divorced,11,655,182994,Good,4,1
35,Female,1157713,Business,High School,With Parents,Single,14,552,20650,Poor,1,0
38,Female,721251,Business,High School,Owned,Single,27,617,106399,Poor,1,0
39,Female,731624,Working,Post Graduate,With Parents,Divorced,23,495,749290,Poor,1,0
24,Male,682662,Government,High School,Rented,Single,25,349,131610,Good,1,0
41,Male,1917260,Working,Graduate,With Parents,Single,23,665,340017,Good,3,1
24,Female,1529699,Working,Graduate,Owned,Single,19,649,412373,Good,0,0
58,Male,978747,Government,High School,Owned,Married,14,822,839683,Poor,3,0
54,Male,1429733,Working,High School,With Parents,Married,1,657,750252,Good,5,1
40,Female,1798222,Working,Post Graduate,With Parents,Married,7,641,725621,Good,2,0
43,Female,454335,Student,Graduate,Owned,Single,32,434,291155,Good,0,0
48,Male,1762337,Student,High School,Owned,Divorced,34,673,935096,Poor,3,0
36,Female,475614,Working,High School,Rented,Married,4,620,43553,Good,0,0
41,Female,1250620,Government,Post Graduate,With Parents,Married,28,771,919878,Good,1,1
34,Female,250286,Working,Post Graduate,With Parents,Single,6,345,82467,Poor,3,0
27,Male,1736540,Business,Post Graduate,Owned,Married,32,837,525165,Good,4,1
59,Male,280247,Government,Graduate,With Parents,Single,24,548,581815,Good,3,0
53,Female,1684199,Government,High School,With Parents,Divorced,22,730,976186,Good,2,1
23,Female,900598,Student,Post Graduate,With Parents,Single,24,790,184651,Good,0,1
51,Male,1698489,Student,High School,Owned,Divorced,35,414,705932,Good,2,0
49,Male,1525973,Business,Graduate,Owned,Married,26,589,18604,Good,1,0
22,Male,304263,Student,Post Graduate,Rented,Divorced,23,405,672706,Good,2,0
59,Male,1063305,Student,High School,Rented,Married,30,569,591710,Good,3,0
45,Female,1142544,Government,High School,With Parents,Married,31,403,88081,Good,2,0
48,Male,936298,Government,Graduate,Owned,Married,15,391,528252,Good,5,0
49,Male,1434323,Business,High School,With Parents,Single,8,657,554965,Poor,2,0
48,Female,1790525,Business,High School,Rented,Divorced,30,793,833200,Good,5,1
33,Male,993831,Student,Post Graduate,With Parents,Married,6,464,880436,Good,2,0
39,Female,1612007,Business,High School,Owned,Single,16,358,145223,Poor,2,0
42,Female,249859,Working,Graduate,Rented,Divorced,2,819,780534,Good,5,0
57,Male,1391242,Student,Graduate,With Parents,Married,15,832,534775,Good,2,1
45,Male,1021512,Business,High School,Owned,Married,15,838,230434,Good,0,1
22,Male,1416899,Working,Graduate,Owned,Married,10,614,648503,Poor,0,0
52,Female,423045,Student,Post Graduate,With Parents,Divorced,26,621,284656,Good,3,0
30,Female,1653718,Business,Graduate,Owned,Divorced,24,460,152328,Good,3,0
41,Female,316783,Working,High School,Owned,Single,2,432,235357,Poor,2,0
23,Female,1001618,Student,Graduate,Owned,Single,23,380,691321,Good,4,0
23,Female,414515,Business,Post Graduate,Owned,Married,4,722,422101,Good,5,0
55,Male,1982161,Business,High School,With Parents,Single,31,839,580203,Good,2,1
52,Male,1424114,Student,High School,Rented,Single,20,443,496642,Good,2,0
56,Female,834904,Government,High School,Owned,Single,10,565,727795,Good,2,0
55,Female,601379,Working,High School,Rented,Single,29,378,314786,Good,1,0
25,Male,1317810,Working,Post Graduate,Owned,Married,24,424,964780,Good,0,0
59,Male,1604119,Student,High School,Rented,Single,1,570,476263,Poor,0,0
53,Male,1942354,Working,Post Graduate,With Parents,Single,20,687,689729,Good,1,1
40,Female,1058169,Business,Graduate,Owned,Single,14,568,82304,Good,1,0
25,Male,432499,Working,Graduate,Owned,Married,5,537,164178,Good,0,0
49,Male,849525,Government,Graduate,Owned,Divorced,23,724,1429,Good,2,1
24,Female,1150503,Working,Graduate,With Parents,Divorced,29,839,223011,Good,1,1
27,Female,1897275,Government,Graduate,Rented,Married,30,428,992336,Good,3,0
41,Female,1457543,Government,High School,Rented,Divorced,17,327,233291,Good,3,0
37,Female,1496536,Student,High School,With Parents,Single,15,409,742411,Good,5,0
60,Female,386565,Business,Post Graduate,Rented,Married,4,304,873941,Good,1,0
31,Female,1791900,Student,Graduate,Owned,Single,35,346,364571,Good,3,0
36,Male,1637482,Working,High School,Owned,Divorced,25,640,309668,Good,0,0
31,Female,673661,Student,High School,Rented,Married,1,362,294543,Good,4,0
46,Female,1457131,Government,Post Graduate,Rented,Divorced,33,578,533479,Good,0,0
50,Male,1562375,Business,Graduate,Owned,Single,3,766,836692,Good,0,1
49,Female,1804780,Business,Post Graduate,Rented,Married,19,502,848240,Good,0,0
49,Male,432045,Working,Graduate,Owned,Divorced,27,353,38287,Good,0,0
31,Male,762140,Government,Graduate,Owned,Married,21,733,469488,Good,1,1
35,Female,1591653,Student,Post Graduate,Rented,Married,10,534,595116,Poor,3,0
22,Male,1724404,Business,Graduate,Owned,Single,3,618,647169,Good,4,0
58,Male,1006830,Student,Graduate,Owned,Divorced,24,414,775630,Good,5,0
50,Male,417612,Student,High School,With Parents,Married,27,458,286309,Good,5,0
30,Male,1862579,Government,Post Graduate,Rented,Married,15,457,907811,Good,3,0
56,Female,1592050,Working,Graduate,With Parents,Single,15,580,604511,Good,0,0
51,Female,1123414,Working,Graduate,Owned,Married,23,872,672225,Good,1,1
41,Female,1474072,Business,High School,With Parents,Single,24,439,355468,Good,5,0
58,Male,978031,Government,Graduate,Rented,Married,13,847,727671,Good,0,1
27,Female,1589618,Government,Graduate,Rented,Single,14,543,262707,Good,3,0
27,Female,1033686,Business,Graduate,Rented,Single,3,637,25012,Good,1,0
45,Male,214864,Working,Post Graduate,Owned,Single,3,385,857710,Good,0,0
47,Male,1974375,Student,High School,With Parents,Married,16,826,85879,Good,0,1
35,Male,298311,Business,Post Graduate,Owned,Divorced,19,684,872633,Good,0,0
56,Female,1202588,Business,High School,With Parents,Single,4,362,276505,Good,4,0
28,Female,1618238,Student,Post Graduate,Owned,Divorced,26,671,332409,Good,0,1
59,Male,465174,Working,Post Graduate,With Parents,Single,8,321,430608,Good,0,0
54,Female,1923748,Government,High School,Rented,Married,4,528,868713,Good,1,0
47,Female,1803434,Working,Post Graduate,With Parents,Married,15,733,531358,Good,5,1
60,Male,1067858,Student,Graduate,Rented,Single,15,450,236273,Good,5,0
25,Male,1581161,Business,Graduate,Owned,Divorced,9,711,844149,Good,0,1
32,Female,1463540,Business,Graduate,With Parents,Married,20,469,981763,Good,1,0
60,Female,1797212,Government,Graduate,Rented,Divorced,33,585,797044,Poor,5,0
48,Female,1263876,Working,High School,Owned,Married,14,526,48582,Good,0,0
59,Male,872083,Student,Graduate,Owned,Married,20,656,622678,Good,5,1
24,Female,1665071,Business,Graduate,With Parents,Married,3,475,967095,Good,0,0
30,Male,1695771,Government,Graduate,Owned,Married,10,419,432491,Good,5,0
46,Female,1720112,Working,High School,Owned,Single,20,820,311381,Good,0,1
32,Female,922889,Student,Graduate,Owned,Divorced,29,884,205065,Good,2,1
52,Female,1801470,Government,High School,With Parents,Divorced,9,560,754777,Good,5,0
26,Male,335036,Student,Post Graduate,Owned,Married,29,312,229027,Good,3,0
30,Female,1024065,Student,Graduate,Owned,Single,10,673,994128,Good,5,0
31,Male,636195,Working,High School,With Parents,Single,23,707,261352,Good,4,1
30,Male,1517595,Government,Post Graduate,With Parents,Single,32,777,234012,Poor,1,0
28,Male,1189233,Business,High School,Owned,Divorced,28,535,751062,Good,2,0
39,Female,513201,Business,High School,Rented,Single,0,365,647162,Good,0,0
56,Female,488833,Student,Graduate,With Parents,Single,27,464,513861,Good,3,0
34,Female,884189,Working,High School,With Parents,Divorced,20,661,348144,Good,5,1
22,Male,962172,Working,High School,With Parents,Single,19,850,805918,Good,1,0
29,Female,562635,Business,Post Graduate,Owned,Single,13,728,11256,Poor,1,0
29,Male,875783,Working,High School,With Parents,Divorced,33,536,2957,Good,1,0
38,Male,1918143,Government,High School,Rented,Married,13,888,120301,Poor,4,0
30,Male,1471177,Working,Graduate,With Parents,Married,14,426,442527,Poor,3,0
60,Female,1953530,Student,Post Graduate,With Parents,Married,0,554,216364,Poor,2,0
44,Female,729994,Working,High School,Rented,Single,27,700,276722,Good,0,1
22,Female,808488,Government,Post Graduate,Owned,Single,21,397,513594,Good,1,0
58,Female,1940920,Business,Post Graduate,Owned,Divorced,8,602,100550,Good,0,0
41,Male,1571950,Student,Post Graduate,With Parents,Divorced,26,401,766307,Good,1,0
28,Female,1954178,Business,Post Graduate,Rented,Married,10,550,730138,Good,5,0
56,Male,880268,Business,Graduate,With Parents,Married,19,540,366835,Poor,5,0
24,Female,1242167,Student,High School,Rented,Divorced,12,672,48992,Good,0,1
28,Female,1828005,Business,Graduate,Rented,Divorced,27,485,485497,Good,4,0
56,Male,1042773,Working,High School,Owned,Married,17,844,616102,Good,1,1
22,Female,952341,Working,Post Graduate,With Parents,Married,7,856,452739,Good,2,1
29,Male,1477484,Business,Graduate,With Parents,Married,18,673,625221,Poor,0,0
41,Female,1381809,Student,Graduate,Rented,Married,31,390,112171,Good,3,0
58,Male,238422,Government,Graduate,Rented,Married,9,752,916506,Good,5,0
27,Male,1015906,Working,Post Graduate,With Parents,Married,33,884,487330,Poor,0,0
27,Female,1582647,Business,High School,Owned,Single,12,688,743775,Good,3,1
24,Male,1277973,Business,Graduate,Rented,Married,4,433,704243,Good,4,0
54,Male,214748,Student,Graduate,Rented,Single,7,552,766008,Poor,4,0
51,Male,1178410,Working,Post Graduate,Rented,Divorced,25,349,956684,Good,1,0
34,Female,1769022,Government,High School,With Parents,Married,35,824,415827,Good,0,1
55,Female,1827269,Business,Post Graduate,Rented,Married,15,352,746338,Poor,4,0
21,Male,1186215,Business,Graduate,With Parents,Married,19,583,327819,Good,5,0
37,Female,781128,Working,High School,Rented,Married,10,736,142016,Good,2,1
39,Male,824360,Student,Graduate,With Parents,Single,25,331,982183,Poor,2,0
36,Female,1415800,Business,Post Graduate,With Parents,Married,3,773,851836,Good,4,1
48,Female,1261749,Government,Graduate,With Parents,Single,31,637,436878,Good,4,0
25,Female,1200239,Government,High School,Rented,Divorced,2,800,881861,Poor,1,0
24,Female,1567667,Working,Post Graduate,Rented,Married,24,396,922916,Poor,5,0
33,Female,1579063,Working,Post Graduate,With Parents,Single,31,820,560570,Good,4,1
31,Male,600026,Business,Post Graduate,With Parents,Divorced,20,589,14317,Good,1,0
47,Female,472411,Government,Post Graduate,Owned,Divorced,11,529,91224,Good,1,0
46,Female,610134,Business,Graduate,Owned,Married,21,421,298575,Good,1,0
37,Male,595050,Business,High School,Owned,Married,30,798,78471,Good,4,1
42,Male,1427169,Business,Post Graduate,Rented,Married,23,652,728614,Good,0,1
30,Male,285887,Student,High School,Rented,Married,4,499,438406,Poor,2,0
44,Female,1876296,Student,Graduate,Owned,Single,6,864,591101,Good,5,1
59,Male,1531413,Business,Graduate,With Parents,Divorced,0,728,340711,Good,5,1
46,Male,522586,Business,High School,With Parents,Divorced,15,327,382392,Good,2,0
47,Female,720790,Working,Graduate,Rented,Married,20,648,608837,Good,1,0
